style,artist,picture,path
Realism,vincent-van-gogh,weed-burner-sitting-on-a-wheelbarrow-with-his-wife-1883,1001_images/weed-burner-sitting-on-a-wheelbarrow-with-his-wife-1883.jpg
Impressionism,eugene-boudin,the-port-of-deauville-1,1001_images/the-port-of-deauville-1.jpg
Expressionism,m.c.-escher,initial-v,1001_images/initial-v.jpg
Impressionism,theodor-pallady,ci-meaua-de-pe-strada-sp-tarului,1001_images/ci-meaua-de-pe-strada-sp-tarului.jpg
Realism,ilya-mashkov,breakfast-still-life-1924,1001_images/breakfast-still-life-1924.jpg
Symbolism,pierre-puvis-de-chavannes,study-for-four-figures-in-rest,1001_images/study-for-four-figures-in-rest.jpg
Symbolism,nicholas-roerich,himalayas-pink-peaks-1947,1001_images/himalayas-pink-peaks-1947.jpg
Post_Impressionism,maurice-prendergast,on-the-beach-st-malo,1001_images/on-the-beach-st-malo.jpg
Expressionism,martiros-saryan,to-the-spring-1926,1001_images/to-the-spring-1926.jpg
Impressionism,matej-sternen,na-trgu,1001_images/na-trgu.jpg
Rococo,giovanni-battista-tiepolo,the-last-supper-1747,1001_images/the-last-supper-1747.jpg
Cubism,le-corbusier,th-mes-ubu-parurge-et-alma-rio-1960,1001_images/th-mes-ubu-parurge-et-alma-rio-1960.jpg
Romanticism,gustave-dore,the-queen-of-heaven,1001_images/the-queen-of-heaven.jpg
Impressionism,john-singer-sargent,santa-maria-della-salute-1906,1001_images/santa-maria-della-salute-1906.jpg
Abstract_Expressionism,lee-krasner,untitled-from-little-image-series-1949,1001_images/untitled-from-little-image-series-1949.jpg
Post_Impressionism,maurice-denis,sleeping-woman-1892,1001_images/sleeping-woman-1892.jpg
Mannerism_Late_Renaissance,giorgio-vasari,the-studio-of-the-painter,1001_images/the-studio-of-the-painter.jpg
Romanticism,adolphe-joseph-thomas-monticelli,elegant-women-and-cupids,1001_images/elegant-women-and-cupids.jpg
Impressionism,mary-cassatt,mother-holding-her-baby,1001_images/mother-holding-her-baby.jpg
Northern_Renaissance,albrecht-altdorfer,samson-and-the-lion-1512,1001_images/samson-and-the-lion-1512.jpg
Impressionism,claude-monet,the-pyramids-cliffs-at-belle-ile,1001_images/the-pyramids-cliffs-at-belle-ile.jpg
Realism,charles-francois-daubigny,the-banks-of-the-river-1,1001_images/the-banks-of-the-river-1.jpg
Realism,winslow-homer,snap-the-whip,1001_images/snap-the-whip.jpg
Baroque,agostino-carracci,the-holy-family-with-sts-anthony-abbot-catherine-and-the-infant-st-john-1582,1001_images/the-holy-family-with-sts-anthony-abbot-catherine-and-the-infant-st-john-1582.jpg
Baroque,gabriel-metsu,the-apple-peeler-1657,1001_images/the-apple-peeler-1657.jpg
Post_Impressionism,paul-cezanne,reflections-in-the-water,1001_images/reflections-in-the-water.jpg
Impressionism,maurice-prendergast,skipping-rope-1895,1001_images/skipping-rope-1895.jpg
Romanticism,john-collier,the-artist-s-wife-marion-collier-n-e-huxley,1001_images/the-artist-s-wife-marion-collier-n-e-huxley.jpg
Romanticism,gustave-dore,the-descent-from-thecross,1001_images/the-descent-from-thecross.jpg
Realism,fyodor-vasilyev,rapid-stream,1001_images/rapid-stream.jpg
Romanticism,fyodor-solntsev,people-clothes-the-province-of-kiev-1,1001_images/people-clothes-the-province-of-kiev-1.jpg
Realism,anders-zorn,opal-1891,1001_images/opal-1891.jpg
Naive_Art_Primitivism,marc-chagall,bathsheba-1963,1001_images/bathsheba-1963.jpg
Art_Nouveau_Modern,nicholas-roerich,brangena-1912,1001_images/brangena-1912.jpg
Realism,thomas-eakins,john-biglin-in-a-single-scull-1874-1,1001_images/john-biglin-in-a-single-scull-1874-1.jpg
Realism,martiros-saryan,portrait-of-an-art-critic-abram-efros-1944,1001_images/portrait-of-an-art-critic-abram-efros-1944.jpg
High_Renaissance,cima-da-conegliano,madonna-of-the-orange-tree-with-st-ludovic-of-toulouse-and-st-jerome,1001_images/madonna-of-the-orange-tree-with-st-ludovic-of-toulouse-and-st-jerome.jpg
Expressionism,george-mavroides,nino-2000,1001_images/nino-2000.jpg
Synthetic_Cubism,georges-braque,violin-and-pipe-le-quotidien-1913,1001_images/violin-and-pipe-le-quotidien-1913.jpg
Northern_Renaissance,gerard-david,the-virgin-and-child-in-a-landscape,1001_images/the-virgin-and-child-in-a-landscape.jpg
Art_Nouveau_Modern,ivan-bilibin,prince-ivan-and-the-firebird-illustration-for-the-russian-fairy-story-the-firebird-1901,1001_images/prince-ivan-and-the-firebird-illustration-for-the-russian-fairy-story-the-firebird-1901.jpg
Cubism,louis-marcoussis,composition-au-visage-et-au-coquillage-1939,1001_images/composition-au-visage-et-au-coquillage-1939.jpg
Symbolism,mstislav-dobuzhinsky,rooftops-1901,1001_images/rooftops-1901.jpg
Art_Nouveau_Modern,felix-vallotton,henri-d-artois-1895,1001_images/henri-d-artois-1895.jpg
Art_Nouveau_Modern,nicholas-roerich,tristan-1912,1001_images/tristan-1912.jpg
Post_Impressionism,vincent-van-gogh,woman-standing-1890,1001_images/woman-standing-1890.jpg
Realism,vincent-van-gogh,seated-girl-seen-from-the-front,1001_images/seated-girl-seen-from-the-front.jpg
Impressionism,william-merritt-chase,girl-in-a-japanese-costume,1001_images/girl-in-a-japanese-costume.jpg
Color_Field_Painting,morris-louis,floral-v-1960,1001_images/floral-v-1960.jpg
Art_Nouveau_Modern,leon-bakst,arabic-dancer,1001_images/arabic-dancer.jpg
Northern_Renaissance,albrecht-durer,deposition-engraved-passion-1512,1001_images/deposition-engraved-passion-1512.jpg
Art_Nouveau_Modern,nicholas-roerich,tristan-1912-1,1001_images/tristan-1912-1.jpg
Romanticism,dante-gabriel-rossetti,the-beloved-study-the-bride-study-1865,1001_images/the-beloved-study-the-bride-study-1865.jpg
Ukiyo_e,tsukioka-yoshitoshi,lady-getting-tattooed,1001_images/lady-getting-tattooed.jpg
Romanticism,thomas-cole,catskill-scenery,1001_images/catskill-scenery.jpg
Naive_Art_Primitivism,marc-chagall,tchitchikov-triumphant,1001_images/tchitchikov-triumphant.jpg
Symbolism,james-tissot,the-death-of-aaron,1001_images/the-death-of-aaron.jpg
Expressionism,ion-tuculescu,travelling-eyes,1001_images/travelling-eyes.jpg
Art_Nouveau_Modern,nicholas-roerich,saint-sergius-1922,1001_images/saint-sergius-1922.jpg
Impressionism,edouard-manet,woman-in-furs-portrait-of-mery-laurent-1882,1001_images/woman-in-furs-portrait-of-mery-laurent-1882.jpg
Impressionism,james-tissot,a-declaration-of-love,1001_images/a-declaration-of-love.jpg
Impressionism,james-ensor,old-lady-with-blue-shawl-the-artist-s-grandmother-1881,1001_images/old-lady-with-blue-shawl-the-artist-s-grandmother-1881.jpg
Expressionism,max-pechstein,schneeschmelze-melting-snow-1922,1001_images/schneeschmelze-melting-snow-1922.jpg
Pop_Art,andy-warhol,marylin-red,1001_images/marylin-red.jpg
Realism,ilya-repin,portrait-of-a-bocharova-artist-s-aunts-1859,1001_images/portrait-of-a-bocharova-artist-s-aunts-1859.jpg
Northern_Renaissance,albrecht-durer,christ-appears-to-mary-magdalene-1511,1001_images/christ-appears-to-mary-magdalene-1511.jpg
Mannerism_Late_Renaissance,titian,st-john-the-almsgiver-1550,1001_images/st-john-the-almsgiver-1550.jpg
Art_Nouveau_Modern,nicholas-roerich,kiss-the-earth-1912-1,1001_images/kiss-the-earth-1912-1.jpg
Expressionism,martiros-saryan,ararat-1912,1001_images/ararat-1912.jpg
Realism,charles-francois-daubigny,sunset-on-the-oise-1865,1001_images/sunset-on-the-oise-1865.jpg
Art_Nouveau_Modern,wilhelm-kotarbinski,adagio2,1001_images/adagio2.jpg
Baroque,adriaen-van-ostade,the-peasant-settling-his-debt,1001_images/the-peasant-settling-his-debt.jpg
Impressionism,arkhip-kuindzhi,view-on-moscow-from-sparrow-hills-1882,1001_images/view-on-moscow-from-sparrow-hills-1882.jpg
Art_Nouveau_Modern,nicholas-roerich,solveig-1912,1001_images/solveig-1912.jpg
Impressionism,peder-severin-kroyer,marie-kr-yer-painting-on-the-beach-at-stenbjerg-1889,1001_images/marie-kr-yer-painting-on-the-beach-at-stenbjerg-1889.jpg
Impressionism,john-henry-twachtman,round-hill-road-1900,1001_images/round-hill-road-1900.jpg
Expressionism,henri-matisse,young-woman-playing-violin-1923,1001_images/young-woman-playing-violin-1923.jpg
Post_Impressionism,richard-gerstl,fruit-tree-1907,1001_images/fruit-tree-1907.jpg
Expressionism,ernst-ludwig-kirchner,cows-at-sunset-1919,1001_images/cows-at-sunset-1919.jpg
Realism,james-tissot,hide-and-seek,1001_images/hide-and-seek.jpg
Realism,fyodor-vasilyev,landscape-pargolovo,1001_images/landscape-pargolovo.jpg
Post_Impressionism,pyotr-konchalovsky,kutaisi-grape-market-1935,1001_images/kutaisi-grape-market-1935.jpg
Northern_Renaissance,lucas-cranach-the-elder,paradise-1536,1001_images/paradise-1536.jpg
Art_Nouveau_Modern,edmund-dulac,princess-orchid-s-party-illustration-to-fairies-i-have-met,1001_images/princess-orchid-s-party-illustration-to-fairies-i-have-met.jpg
Rococo,william-hogarth,portrait-of-lady-mary-grey-and-lord-george-grey-1740,1001_images/portrait-of-lady-mary-grey-and-lord-george-grey-1740.jpg
Realism,john-everett-millais,caller-herrin,1001_images/caller-herrin.jpg
Naive_Art_Primitivism,niko-pirosmani,kakheti-wine-kardanah(1),1001_images/kakheti-wine-kardanah(1).jpg
Pointillism,maurice-prendergast,rising-tide-st-malo,1001_images/rising-tide-st-malo.jpg
Symbolism,nicholas-roerich,tibet-1943-1,1001_images/tibet-1943-1.jpg
Expressionism,balthus,young-girl-with-white-skirt-1955,1001_images/young-girl-with-white-skirt-1955.jpg
Contemporary_Realism,richard-whitney,helen-papoutsy,1001_images/helen-papoutsy.jpg
Symbolism,mikhail-vrubel,a-man-in-a-russian-old-style-costume-1886,1001_images/a-man-in-a-russian-old-style-costume-1886.jpg
Romanticism,konstantin-makovsky,street-in-cairo,1001_images/street-in-cairo.jpg
Abstract_Expressionism,aaron-siskind,per-400-1983,1001_images/per-400-1983.jpg
Romanticism,william-holman-hunt,portrait-of-dante-gabriel-rossetti-1853,1001_images/portrait-of-dante-gabriel-rossetti-1853.jpg
Impressionism,john-henry-twachtman,in-the-greenhouse,1001_images/in-the-greenhouse.jpg
High_Renaissance,pietro-perugino,madonna-with-saints-adoring-the-child,1001_images/madonna-with-saints-adoring-the-child.jpg
Expressionism,pierre-alechinsky,stars-and-disasters-astres-et-d-sastres-1969-1,1001_images/stars-and-disasters-astres-et-d-sastres-1969-1.jpg
Realism,vasily-surikov,view-of-kremlin-at-winter-1876,1001_images/view-of-kremlin-at-winter-1876.jpg
Impressionism,willard-metcalf,flying-shadows-1,1001_images/flying-shadows-1.jpg
Art_Nouveau_Modern,nicholas-roerich,clowns-skula-and-yeroshka-1914,1001_images/clowns-skula-and-yeroshka-1914.jpg
Baroque,bartolome-esteban-murillo,the-immaculate-conception-1,1001_images/the-immaculate-conception-1.jpg
Realism,ilya-repin,on-a-turf-bench-1876,1001_images/on-a-turf-bench-1876.jpg
Expressionism,paul-delvaux,naked-at-dawn-1932,1001_images/naked-at-dawn-1932.jpg
Expressionism,dimitris-mytaras,mirror-with-mauve-1964,1001_images/mirror-with-mauve-1964.jpg
Northern_Renaissance,hans-holbein-the-younger,st-john-the-baptist,1001_images/st-john-the-baptist.jpg
Impressionism,pierre-auguste-renoir,girl-wearing-a-straw-hat,1001_images/girl-wearing-a-straw-hat.jpg
High_Renaissance,titian,giorgio-cornaro-with-a-falcon-1537,1001_images/giorgio-cornaro-with-a-falcon-1537.jpg
Baroque,adriaen-van-de-velde,battle,1001_images/battle.jpg
Early_Renaissance,andrea-del-verrocchio,putto-with-dolphin,1001_images/putto-with-dolphin.jpg
Expressionism,george-bouzianis,topio-sto-aixenaou-1928,1001_images/topio-sto-aixenaou-1928.jpg
Symbolism,konstantin-bogaevsky,altars-in-the-desert-1908,1001_images/altars-in-the-desert-1908.jpg
Impressionism,claude-monet,rouen-cathedral-evening-harmony-in-brown-1894,1001_images/rouen-cathedral-evening-harmony-in-brown-1894.jpg
Color_Field_Painting,gotthard-graubner,caldo-2002,1001_images/caldo-2002.jpg
Realism,salvador-dali,equestrian-fantasy-portrait-of-lady-dunn,1001_images/equestrian-fantasy-portrait-of-lady-dunn.jpg
Naive_Art_Primitivism,marc-chagall,window-over-a-garden,1001_images/window-over-a-garden.jpg
Cubism,pablo-picasso,woman-in-an-armchair-1941,1001_images/woman-in-an-armchair-1941.jpg
Post_Impressionism,vincent-van-gogh,street-in-saintes-maries-1888-2,1001_images/street-in-saintes-maries-1888-2.jpg
Art_Nouveau_Modern,edmund-dulac,a-palace-of-wonder-from-beauty-and-the-beast,1001_images/a-palace-of-wonder-from-beauty-and-the-beast.jpg
Baroque,guido-reni,saint-mark,1001_images/saint-mark.jpg
Abstract_Expressionism,jackson-pollock,number-14(1),1001_images/number-14(1).jpg
Romanticism,joseph-wright,virgil-s-tomb-with-the-figure-of-silius-italicus-1779,1001_images/virgil-s-tomb-with-the-figure-of-silius-italicus-1779.jpg
Post_Impressionism,henri-de-toulouse-lautrec,the-redhead-with-a-white-blouse-1888,1001_images/the-redhead-with-a-white-blouse-1888.jpg
Romanticism,fyodor-solntsev,clothing-of-queens-with-portraits-of-queens-evdokia-lukianovny-and-natalia-kirilovna,1001_images/clothing-of-queens-with-portraits-of-queens-evdokia-lukianovny-and-natalia-kirilovna.jpg
Art_Nouveau_Modern,henri-de-toulouse-lautrec,the-mad-cow,1001_images/the-mad-cow.jpg
Early_Renaissance,carlo-crivelli,piet-1,1001_images/piet-1.jpg
Early_Renaissance,andrea-mantegna,maria-with-the-sleeping-child-1455,1001_images/maria-with-the-sleeping-child-1455.jpg
Impressionism,arkhip-kuindzhi,night,1001_images/night.jpg
Post_Impressionism,edouard-cortes,place-de-la-madeleine-2,1001_images/place-de-la-madeleine-2.jpg
Northern_Renaissance,albrecht-durer,portrait-of-jakob-fugger-1,1001_images/portrait-of-jakob-fugger-1.jpg
Realism,ilya-repin,portrait-of-m-p-shevtsova-wife-of-a-shevtsov-1876,1001_images/portrait-of-m-p-shevtsova-wife-of-a-shevtsov-1876.jpg
Impressionism,pierre-auguste-renoir,jacques-fray-as-a-baby-1904,1001_images/jacques-fray-as-a-baby-1904.jpg
Pop_Art,andy-warhol,queen-beatrix-of-the-netherlands-from-reigning-queens-1985,1001_images/queen-beatrix-of-the-netherlands-from-reigning-queens-1985.jpg
Impressionism,claude-monet,the-wooden-bridge,1001_images/the-wooden-bridge.jpg
Realism,john-singer-sargent,villa-torlonia-fountain-1907,1001_images/villa-torlonia-fountain-1907.jpg
Naive_Art_Primitivism,pablo-picasso,jacqueline-in-turkish-costume-1955,1001_images/jacqueline-in-turkish-costume-1955.jpg
Symbolism,konstantin-vasilyev,marshal-zhukov,1001_images/marshal-zhukov.jpg
Post_Impressionism,ilya-mashkov,berries-on-the-background-of-a-red-tray-1908,1001_images/berries-on-the-background-of-a-red-tray-1908.jpg
Romanticism,william-shayer,afternoon-rest,1001_images/afternoon-rest.jpg
Cubism,romare-bearden,battle-with-cicones-1977,1001_images/battle-with-cicones-1977.jpg
Realism,james-tissot,unaccepted,1001_images/unaccepted.jpg
Rococo,louise-elisabeth-vigee-le-brun,portrait-of-baron-grigory-alexandrovich-stroganoff-1793,1001_images/portrait-of-baron-grigory-alexandrovich-stroganoff-1793.jpg
Early_Renaissance,carlo-crivelli,annunciation-angel-1482,1001_images/annunciation-angel-1482.jpg
Rococo,allan-ramsay,the-painter-s-wife-margaret-lindsay,1001_images/the-painter-s-wife-margaret-lindsay.jpg
Realism,boris-kustodiev,portrait-of-m-a-voloshin-1924,1001_images/portrait-of-m-a-voloshin-1924.jpg
Symbolism,konstantin-bogaevsky,classical-landscape-1910,1001_images/classical-landscape-1910.jpg
Romanticism,ivan-aivazovsky,the-shipwreck-1875,1001_images/the-shipwreck-1875.jpg
Northern_Renaissance,jean-fouquet,medallion,1001_images/medallion.jpg
Romanticism,caspar-david-friedrich,oak-tree-in-the-snow-1828,1001_images/oak-tree-in-the-snow-1828.jpg
Northern_Renaissance,hans-baldung,the-three-kings-altarpiece,1001_images/the-three-kings-altarpiece.jpg
Realism,camille-pissarro,la-varenne-de-st-hilaire-1863,1001_images/la-varenne-de-st-hilaire-1863.jpg
Romanticism,konstantin-makovsky,portrait-of-russian-opera-singer-nikolay-figner,1001_images/portrait-of-russian-opera-singer-nikolay-figner.jpg
Realism,charles-francois-daubigny,the-banks-of-the-oise(1),1001_images/the-banks-of-the-oise(1).jpg
Romanticism,theodore-gericault,horse-leaving-a-stable,1001_images/horse-leaving-a-stable.jpg
Impressionism,pierre-auguste-renoir,the-seine-at-argenteuil-1888-1,1001_images/the-seine-at-argenteuil-1888-1.jpg
Cubism,ernst-ludwig-kirchner,traber-team,1001_images/traber-team.jpg
Northern_Renaissance,hans-baldung,the-erection-of-the-cross-1507,1001_images/the-erection-of-the-cross-1507.jpg
Impressionism,camille-pissarro,peasant-woman-at-the-well,1001_images/peasant-woman-at-the-well.jpg
Impressionism,pierre-auguste-renoir,cup-and-oranges,1001_images/cup-and-oranges.jpg
Naive_Art_Primitivism,marc-chagall,illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-18,1001_images/illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-18.jpg
Romanticism,william-holman-hunt,british-artist-william-holman-hunt,1001_images/british-artist-william-holman-hunt.jpg
Naive_Art_Primitivism,horace-pippin,victorian-interior,1001_images/victorian-interior.jpg
Minimalism,walter-de-maria,triangle-circle-square-1972,1001_images/triangle-circle-square-1972.jpg
Realism,ivan-kramskoy,portrait-of-the-artist-konstantin-savitsky-1871,1001_images/portrait-of-the-artist-konstantin-savitsky-1871.jpg
Realism,vincent-van-gogh,sien-nursing-baby-half-figure-1882-1,1001_images/sien-nursing-baby-half-figure-1882-1.jpg
Impressionism,joaquã­n-sorolla,maria-at-the-beach-biarritz-1906,1001_images/maria-at-the-beach-biarritz-1906.jpg
Abstract_Expressionism,betty-parsons,ladder-1968,1001_images/ladder-1968.jpg
Northern_Renaissance,albrecht-durer,arm-of-eve,1001_images/arm-of-eve.jpg
Romanticism,johan-christian-dahl,holmestrand-1843,1001_images/holmestrand-1843.jpg
Art_Nouveau_Modern,carl-larsson,plowing(1),1001_images/plowing(1).jpg
Romanticism,alexander-orlowski,portrait-of-a-woman-1814,1001_images/portrait-of-a-woman-1814.jpg
Impressionism,konstantinos-volanakis,washing-women-at-the-river,1001_images/washing-women-at-the-river.jpg
Romanticism,orest-kiprensky,a-large-griffonnage-1814,1001_images/a-large-griffonnage-1814.jpg
Symbolism,akseli-gallen-kallela,symposium-1894,1001_images/symposium-1894.jpg
Pop_Art,tano-festa,pialla,1001_images/pialla.jpg
Impressionism,claude-monet,water-lilies-21,1001_images/water-lilies-21.jpg
Realism,edouard-manet,branch-of-white-peonies-and-secateurs-1864,1001_images/branch-of-white-peonies-and-secateurs-1864.jpg
Post_Impressionism,ilya-mashkov,still-life-with-crabs-1925,1001_images/still-life-with-crabs-1925.jpg
Fauvism,rik-wouters,the-flute-player-1914,1001_images/the-flute-player-1914.jpg
Mannerism_Late_Renaissance,jacopo-pontormo,study-of-two-carthusian-monks-1525,1001_images/study-of-two-carthusian-monks-1525.jpg
Impressionism,claude-monet,the-marina-at-argenteuil-1872,1001_images/the-marina-at-argenteuil-1872.jpg
Realism,gustave-courbet,two-roe-deers-in-the-forest,1001_images/two-roe-deers-in-the-forest.jpg
Expressionism,ion-nicodim,unknown-title(13),1001_images/unknown-title(13).jpg
Realism,vasily-perov,christ-in-gethsemane-1878,1001_images/christ-in-gethsemane-1878.jpg
Impressionism,maurice-prendergast,handkerchief-point-coastal-scene,1001_images/handkerchief-point-coastal-scene.jpg
Post_Impressionism,jack-bush,country-road-1942,1001_images/country-road-1942.jpg
Art_Nouveau_Modern,raphael-kirchner,cigarettes-of-the-world-1900-3,1001_images/cigarettes-of-the-world-1900-3.jpg
Impressionism,salvador-dali,orchard-at-llane-cadaques-1920,1001_images/orchard-at-llane-cadaques-1920.jpg
High_Renaissance,correggio,departure-of-christ-from-mary-with-mary-and-martha-the-sisters-of-lazarus-1518,1001_images/departure-of-christ-from-mary-with-mary-and-martha-the-sisters-of-lazarus-1518.jpg
Romanticism,thomas-cole,sunny-morning-on-the-hudson-river-1827,1001_images/sunny-morning-on-the-hudson-river-1827.jpg
Cubism,otto-gustav-carlsund,framf-r-toalettspegeln,1001_images/framf-r-toalettspegeln.jpg
Impressionism,gustave-caillebotte,clump-of-chrysanthemums-garden-at-petit-gennevilliers,1001_images/clump-of-chrysanthemums-garden-at-petit-gennevilliers.jpg
Realism,vincent-van-gogh,peasant-woman-head-7,1001_images/peasant-woman-head-7.jpg
Post_Impressionism,paul-cezanne,farm-in-normandy-summer-1882,1001_images/farm-in-normandy-summer-1882.jpg
Naive_Art_Primitivism,marc-chagall,view-over-notre-dame-1980,1001_images/view-over-notre-dame-1980.jpg
Impressionism,edouard-manet,portrait-of-henry-bernstein-as-a-child-1881,1001_images/portrait-of-henry-bernstein-as-a-child-1881.jpg
Post_Impressionism,edouard-cortes,railway-ballast,1001_images/railway-ballast.jpg
Art_Nouveau_Modern,raphael-kirchner,christmas-pictures,1001_images/christmas-pictures.jpg
Expressionism,ligia-macovei,the-girl-with-an-orange,1001_images/the-girl-with-an-orange.jpg
Realism,james-tissot,the-dreamer-summer-evening,1001_images/the-dreamer-summer-evening.jpg
Post_Impressionism,theo-van-rysselberghe,roger-martin-du-gard-1926,1001_images/roger-martin-du-gard-1926.jpg
High_Renaissance,andrea-solario,head-of-st-john-the-baptist,1001_images/head-of-st-john-the-baptist.jpg
Impressionism,konstantin-korovin,roses-evening-1908,1001_images/roses-evening-1908.jpg
Post_Impressionism,gustave-loiseau,fog-morning-effect-1917,1001_images/fog-morning-effect-1917.jpg
Realism,vasily-polenov,troas,1001_images/troas.jpg
Expressionism,edvard-munch,spring-1889,1001_images/spring-1889.jpg
Fauvism,walasse-ting,green-lady-with-pink-rose,1001_images/green-lady-with-pink-rose.jpg
New_Realism,william-james-glackens,1911-for-the-championship-of-the-backlot-league,1001_images/1911-for-the-championship-of-the-backlot-league.jpg
Impressionism,james-tissot,older-sister,1001_images/older-sister.jpg
Naive_Art_Primitivism,diego-rivera,delfina-and-dimas,1001_images/delfina-and-dimas.jpg
Expressionism,milton-avery,blue-bay-and-dunes-1961,1001_images/blue-bay-and-dunes-1961.jpg
Ukiyo_e,keisai-eisen,a-couple-1827,1001_images/a-couple-1827.jpg
Impressionism,camille-pissarro,the-louvre-winter-sunlight-morning-2nd-version-1901,1001_images/the-louvre-winter-sunlight-morning-2nd-version-1901.jpg
Post_Impressionism,gustave-loiseau,near-pontoise-1901,1001_images/near-pontoise-1901.jpg
Post_Impressionism,vincent-van-gogh,guinguette-1886(1),1001_images/guinguette-1886(1).jpg
Baroque,peter-paul-rubens,the-triumph-of-the-victory,1001_images/the-triumph-of-the-victory.jpg
Symbolism,nicholas-roerich,sketch-for-ladoga-series-1918,1001_images/sketch-for-ladoga-series-1918.jpg
Romanticism,jan-matejko,saint-casimir,1001_images/saint-casimir.jpg
Symbolism,mstislav-dobuzhinsky,petersburg-the-obvodny-canal-1902,1001_images/petersburg-the-obvodny-canal-1902.jpg
Realism,valentin-serov,portrait-of-the-actress-glikeria-fedotova-1905,1001_images/portrait-of-the-actress-glikeria-fedotova-1905.jpg
High_Renaissance,giorgione,christ-carrying-the-cross(2),1001_images/christ-carrying-the-cross(2).jpg
Romanticism,gustave-dore,the-gluttons-ciacco(1),1001_images/the-gluttons-ciacco(1).jpg
Realism,pyotr-konchalovsky,portrait-of-boris-nikolayevich-yakovlev-1953,1001_images/portrait-of-boris-nikolayevich-yakovlev-1953.jpg
Early_Renaissance,fra-angelico,crucified-christ-with-the-virgin-st-john-the-evangelist-and-cardinal-juan-de-torquemada-1442,1001_images/crucified-christ-with-the-virgin-st-john-the-evangelist-and-cardinal-juan-de-torquemada-1442.jpg
Baroque,anthony-van-dyck,deposition-1634,1001_images/deposition-1634.jpg
Realism,henri-fantin-latour,dahlias-1873,1001_images/dahlias-1873.jpg
Realism,pyotr-konchalovsky,still-life-lilacs-in-a-basket-heroic-1933,1001_images/still-life-lilacs-in-a-basket-heroic-1933.jpg
Expressionism,rafael-zabaleta,seated-boy-1,1001_images/seated-boy-1.jpg
Impressionism,claude-monet,the-garden-1,1001_images/the-garden-1.jpg
Early_Renaissance,sandro-botticelli,inferno-canto-xxxi-1480(1),1001_images/inferno-canto-xxxi-1480(1).jpg
Impressionism,francis-picabia,the-eure-in-the-twilight-sun-1901,1001_images/the-eure-in-the-twilight-sun-1901.jpg
Baroque,esaias-van-de-velde,riding-on-the-road-next-to-a-farm,1001_images/riding-on-the-road-next-to-a-farm.jpg
Symbolism,gustav-klimt,hope-i,1001_images/hope-i.jpg
Baroque,frans-hals,portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou,1001_images/portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou.jpg
Romanticism,ivan-aivazovsky,sunset-a-lone-sailboat-1853,1001_images/sunset-a-lone-sailboat-1853.jpg
Post_Impressionism,henri-de-toulouse-lautrec,baron,1001_images/baron.jpg
Realism,ilya-repin,a-bouquet-of-flowers-1878,1001_images/a-bouquet-of-flowers-1878.jpg
Impressionism,claude-monet,woman-with-a-parasol-in-the-garden-in-argenteuil,1001_images/woman-with-a-parasol-in-the-garden-in-argenteuil.jpg
Impressionism,alfred-sisley,banks-of-the-loing-at-saint-mammes-1885,1001_images/banks-of-the-loing-at-saint-mammes-1885.jpg
Impressionism,basuki-abdullah,the-fruit-market,1001_images/the-fruit-market.jpg
Northern_Renaissance,albrecht-durer,the-penance-of-st-john-chrysostom-1496,1001_images/the-penance-of-st-john-chrysostom-1496.jpg
Symbolism,gustave-moreau,voices-of-evening,1001_images/voices-of-evening.jpg
Art_Nouveau_Modern,heorhiy-narbut,illustration-to-nightingale-by-hans-christian-andersen-1912,1001_images/illustration-to-nightingale-by-hans-christian-andersen-1912.jpg
Symbolism,nicholas-roerich,sketch-for-tale-of-tsar-saltan-1919-4,1001_images/sketch-for-tale-of-tsar-saltan-1919-4.jpg
Romanticism,francisco-goya,now-they-are-sitting-well-1799,1001_images/now-they-are-sitting-well-1799.jpg
High_Renaissance,michelangelo,the-ancestors-of-christ-ozias-1509,1001_images/the-ancestors-of-christ-ozias-1509.jpg
Impressionism,pierre-auguste-renoir,portrait-of-a-woman-1892,1001_images/portrait-of-a-woman-1892.jpg
Impressionism,gregoire-boonzaier,an-old-cottage-mowbray-1933,1001_images/an-old-cottage-mowbray-1933.jpg
Realism,odilon-redon,flowers-in-a-vase-with-one-handle,1001_images/flowers-in-a-vase-with-one-handle.jpg
Naive_Art_Primitivism,georges-ribemont-dessaignes,untitled-river-and-hills,1001_images/untitled-river-and-hills.jpg
Mannerism_Late_Renaissance,giorgio-vasari,the-last-judgment,1001_images/the-last-judgment.jpg
Realism,ivan-shishkin,mast-tree-grove-1897,1001_images/mast-tree-grove-1897.jpg
Expressionism,neil-welliver,the-beautiful-gabrielle-and-the-marechale-de-balagny,1001_images/the-beautiful-gabrielle-and-the-marechale-de-balagny.jpg
Romanticism,viktor-vasnetsov,oleg-meets-wizard-1899,1001_images/oleg-meets-wizard-1899.jpg
Baroque,rembrandt,the-triumph-of-mordechai-1641,1001_images/the-triumph-of-mordechai-1641.jpg
Romanticism,john-crome,a-barge-with-a-wounded-soldier,1001_images/a-barge-with-a-wounded-soldier.jpg
Rococo,joshua-reynolds,lady-charles-spencer,1001_images/lady-charles-spencer.jpg
Cubism,yiannis-tsaroychis,drawing-1926,1001_images/drawing-1926.jpg
