style,artist,picture
Symbolism,james-tissot,jesus-goes-up-alone-onto-a-mountain-to-pray-1894.jpg
Expressionism,umberto-boccioni,pianist-and-listener-1908.jpg
Symbolism,konstantin-vasilyev,the-battle-with-the-dragon.jpg
Mannerism_Late_Renaissance,jacopo-pontormo,madonna-with-st-anne-st-sebastian-st-peter-st-benedict-and-st-filippus-1529.jpg
Abstract_Expressionism,horia-bernea,simeze.jpg
Romanticism,theodore-gericault,portrait-of-alfred-and-elizabeth-dedreux-1819.jpg
Northern_Renaissance,bernhard-strigel,twelve-year-old-jesus-in-the-temple.jpg
Symbolism,theodor-severin-kittelsen,kvitebj-rn-kong-valemon-1912-2.jpg
Impressionism,philip-wilson-steer,girl-and-st-bernard-dog.jpg
Impressionism,william-merritt-chase,prospect-park-brooklyn-1.jpg
Early_Renaissance,fra-angelico,crucified-christ-with-the-virgin-st-john-the-evangelist-and-cardinal-juan-de-torquemada-1442.jpg
Rococo,george-morland,the-roadside-inn-1792.jpg
Expressionism,margareta-sterian,suite.jpg
Baroque,gabriel-metsu,the-intruder.jpg
Symbolism,odilon-redon,silence-3.jpg
Romanticism,john-atkinson-grimshaw,the-chill-of-autumn-1881.jpg
Minimalism,yves-gaucher,signal-1991.jpg
Symbolism,alfred-kubin,caliban-from-the-portfolio-visions-of-shakespeare-shakespeare-visionen-1918.jpg
Baroque,rembrandt,the-artist-s-son-titus-1656.jpg
Realism,vladimir-makovsky,a-letter-1883.jpg
Baroque,adriaen-van-de-velde,golfers-on-the-ice-near-haarlem-1668.jpg
Realism,james-tissot,uncle-fred.jpg
Baroque,peter-paul-rubens,the-nativity-of-the-virgin-mary.jpg
Impressionism,camille-pissarro,sunset-1872.jpg
Symbolism,nicholas-roerich,himalayas-ladakh.jpg
Baroque,frans-hals,nicolaes-woutersz-van-der-meer-1631.jpg
Contemporary_Realism,lucian-freud,sleeping-nude.jpg
Realism,jean-francois-millet,the-dresser-in-gruchy-1854.jpg
Cubism,m.-h.-maxy,ferma.jpg
Post_Impressionism,kees-van-dongen,woman-with-blue-hat-1912.jpg
Romanticism,theodor-aman,the-feasting-boyars-taken-by-surprise-by-vlad-the-impaler-s-envoys.jpg
Post_Impressionism,pyotr-konchalovsky,forging-of-buffalo-study-1927.jpg
Symbolism,gulacsy-lajos,the-madman-and-the-soldier-1911.jpg
Realism,ilya-repin,zaporozhets-1884.jpg
Symbolism,nicholas-roerich,himalayas-46.jpg
Realism,vasily-polenov,waterfall.jpg
Realism,martiros-saryan,self-portrait-three-ages-1942.jpg
Impressionism,joaquã­n-sorolla,ex-voto-1892.jpg
Romanticism,edward-burne-jones,three-trumpeting-angels-1869.jpg
Romanticism,ivan-aivazovsky,yalta-the-mountains-at-night.jpg
Romanticism,francisco-goya,the-duchess-of-alba-arranging-her-hair-1796.jpg
Ukiyo_e,utagawa-kuniyoshi,at-the-shore-of-the-sumida-river.jpg
Impressionism,eva-gonzales,portrait-of-a-woman-in-white.jpg
Impressionism,stefan-luchian,woman-worker-1893.jpg
Realism,thomas-eakins,portrait-of-henry-ossawa-tanner-1897.jpg
Romanticism,alexey-venetsianov,portret-of-a-l-venetsianova-artist-s-mother.jpg
Realism,ivan-kramskoy,portrait-samarin-1878.jpg
Realism,boris-kustodiev,ataman-platov-1924.jpg
Realism,anders-zorn,william-h-taft-1911.jpg
Realism,constantin-guys,la-loge-de-l-op-ra.jpg
Impressionism,edgar-degas,the-savoy-girl-1873.jpg
Realism,gustave-courbet,woods-in-the-snow.jpg
Naive_Art_Primitivism,viorel-marginean,n-l-imi-2007.jpg
Realism,john-singer-sargent,president-woodrow-wilson-1917.jpg
Early_Renaissance,paolo-uccello,st-paul.jpg
Realism,boris-kustodiev,scetch-for-ostrovsky-s-wolves-and-sheep-1915.jpg
Impressionism,eugene-boudin,camaret-the-toulinguet-1871.jpg
Abstract_Expressionism,john-hoyland,landslide-1978.jpg
Abstract_Expressionism,mark-tobey,komposition-rot-1972.jpg
Realism,valentin-serov,eugene-ysaye-1903.jpg
Rococo,allan-ramsay,portrait-of-jean-abercromby-mrs-morison.jpg
Romanticism,thomas-cole,campagna-di-roma-study-for-aqueduct-near-rome-1832.jpg
High_Renaissance,giorgione,david-with-the-head-of-goliath-1510(2).jpg
Realism,mary-cassatt,the-mandolin-player.jpg
Expressionism,m.c.-escher,not/detected/204713.jpg
Impressionism,nutzi-acontz,dobrujan-street.jpg
Impressionism,alfred-sisley,morning-in-june-saint-mammes-et-les-coteaux-de-la-celle-1884.jpg
Realism,ilya-repin,sermon-of-josaphat-kuntsevich-in-belarus-1893.jpg
Post_Impressionism,henri-de-toulouse-lautrec,the-two-girlfriends-1894.jpg
Realism,winslow-homer,long-branch-new-jersey.jpg
Baroque,anthony-van-dyck,emperor-charles-v-on-horseback-1620.jpg
Post_Impressionism,maurice-prendergast,the-grove-1915.jpg
Color_Field_Painting,pedro-calapez,lugar-19-ou-lugar-dos-pequenos-lugares-2003.jpg
Pointillism,henri-edmond-cross,coastal-view-with-cypress-trees-1896.jpg
Northern_Renaissance,jan-van-eyck,the-madonna-of-canon-van-der-paele-detail-1436.jpg
Baroque,frans-hals,portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou.jpg
New_Realism,edward-hopper,railroad-sunset.jpg
Art_Nouveau_Modern,sergey-solomko,blessed-be-the-house-where-a-stork-nested-1917.jpg
Impressionism,camille-pissarro,near-sydenham-hill-looking-towards-lower-norwood-1871.jpg
Naive_Art_Primitivism,marc-chagall,illustration-to-nikolai-gogol-s-dead-souls-2.jpg
Impressionism,berthe-morisot,julie-and-her-boat.jpg
Cubism,marevna-(marie-vorobieff),peasant-farmer-with-his-goat-1953.jpg
Early_Renaissance,andrea-del-castagno,crucifixion-and-saints.jpg
Post_Impressionism,vincent-van-gogh,boy-with-spade(1).jpg
Realism,henri-fantin-latour,yellow-flowers-also-known-as-coucous-1873.jpg
Post_Impressionism,constantin-piliuta,nocturne-1973.jpg
Realism,vasily-surikov,naples-1900.jpg
Impressionism,william-merritt-chase,gathering-autumn-flowers.jpg
Post_Impressionism,vincent-van-gogh,child-with-orange-1890(1).jpg
Baroque,esaias-van-de-velde,ice-on-the-moat-entertainment-1618.jpg
Realism,fyodor-vasilyev,surf-waves-1873.jpg
Cubism,pablo-picasso,las-meninas-velazquez-1957-4.jpg
Cubism,leopold-survage,les-pr-sences-1956.jpg
Realism,nikolay-bogdanov-belsky,to-work.jpg
Realism,camille-corot,gisors-river-bordered-by-trees.jpg
Ukiyo_e,katsushika-hokusai,hawk-on-a-ceremonial-stand.jpg
Realism,john-singer-sargent,lady-agnew-of-lochnaw.jpg
Impressionism,giovanni-boldini,portrait-of-donna-franca-florio-1924.jpg
Minimalism,robert-ryman,blue-line.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-yellow-book-1894.jpg
Rococo,maurice-quentin-de-la-tour,jean-charles-garnier-d-isle.jpg
Abstract_Expressionism,mark-tobey,lovers-of-light-1960.jpg
High_Renaissance,michelangelo,study-to-the-libyan-sibyl.jpg
Impressionism,constantin-artachino,pipkin-with-mallows-1.jpg
Impressionism,claude-monet,self-portrait-with-a-beret-1886.jpg
Post_Impressionism,nikola-tanev,monastery-of-st-john-of-lake-ohrid.jpg
Impressionism,julian-alden-weir,the-road-to-no-where-1889.jpg
Expressionism,lovis-corinth,walchensee-1920.jpg
Romanticism,edward-burne-jones,william-scott-luce.jpg
Romanticism,konstantin-makovsky,portrait-of-princess-e-sheremetiyeva.jpg
Romanticism,ivan-aivazovsky,lunar-night-1870.jpg
Impressionism,henri-martin,sunset-at-sea.jpg
Romanticism,william-turner,archway-with-trees-by-the-sea.jpg
Expressionism,nicolae-tonitza,turk-women-in-balcic-1936.jpg
Naive_Art_Primitivism,marc-chagall,manilov-and-chichikov-on-the-threshold.jpg
Northern_Renaissance,mabuse,the-carondelet-diptych-jean-carondelet-left-panel-virgin-and-child-right-panel-1517.jpg
Post_Impressionism,moise-kisling,nude-seated-on-the-grass-1950(1).jpg
Symbolism,nicholas-roerich,blue-temples-grand-canyon-arizona-1921.jpg
Art_Nouveau_Modern,koloman-moser,young-woman-with-hat.jpg
Realism,james-tissot,an-old-cistern-1889.jpg
Symbolism,odilon-redon,woman-with-a-yellow-bodice.jpg
Romanticism,john-atkinson-grimshaw,the-old-hall-under-moonlight.jpg
Romanticism,caspar-david-friedrich,man-and-woman.jpg
Impressionism,pierre-auguste-renoir,seated-nude-combing-her-hair.jpg
Art_Nouveau_Modern,nicholas-roerich,san-gimignano-1906.jpg
Impressionism,rudolf-schweitzer-cumpana,mp-r-irea-gr-ului-batoza-lui-malaxa.jpg
Romanticism,camille-corot,marino-large-buildings-on-the-rocks-1827.jpg
Mannerism_Late_Renaissance,el-greco,the-holy-trinity-1577.jpg
Romanticism,camille-corot,landscape-with-a-lake-1873.jpg
Impressionism,paul-gauguin,riverside-breton-landscape-1879.jpg
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-18.jpg
Northern_Renaissance,albrecht-durer,draft-for-a-book-sign-lion.jpg
Impressionism,gregoire-boonzaier,firs-with-red-trunks-kenilworth-1969.jpg
Realism,john-singer-sargent,head-of-a-neapolitan-boy-1879.jpg
Romanticism,gustave-dore,the-seventh-circle-the-lustful.jpg
Impressionism,edouard-manet,flowers-in-a-crystal-vase.jpg
Expressionism,dimitris-mytaras,untitled(5).jpg
Realism,john-singer-sargent,madame-x-also-known-as-madame-pierre-gautreau-1884.jpg
Art_Nouveau_Modern,alexandre-benois,first-barrel-organ-player-costume-design(1).jpg
Romanticism,alexander-orlowski,polish-insurgents-in-the-forrest-at-night.jpg
Impressionism,william-merritt-chase,terrace-at-the-mall-cantral-park.jpg
Impressionism,robert-julian-onderdonk,blue-bonnets-at-late-afternoon-1915.jpg
Symbolism,nicholas-roerich,kardang-1932.jpg
Abstract_Expressionism,sam-francis,untitled-sfe-075-1990.jpg
Impressionism,camille-pissarro,afternoon-in-eragny-grey-weather-1900.jpg
Realism,jean-francois-millet,the-comtesse-of-valmont.jpg
Rococo,carl-ludwig-johann-christineck,portrait-of-semen-ivanovich-mordvinov-as-chevalier-of-the-order-of-st-andrew-1771.jpg
Symbolism,nicholas-roerich,sword-of-courage-1912.jpg
Romanticism,vasily-tropinin,rogue-portrait-of-prince-obolensky.jpg
Impressionism,berthe-morisot,woman-hanging-out-the-wash.jpg
Northern_Renaissance,albrecht-durer,st-magdalena.jpg
Post_Impressionism,karl-schrag,tree-bending-to-water.jpg
Cubism,olexandr-archipenko,king-solomon.jpg
Post_Impressionism,moise-kisling,not-identified-22.jpg
Realism,alexey-venetsianov,reapers.jpg
Realism,james-tissot,healing-of-the-lepers-at-capernaum-1894.jpg
Romanticism,gustave-dore,the-hypocrites(1).jpg
Abstract_Expressionism,jane-frank,aerial-view-no-1-1968.jpg
High_Renaissance,correggio,the-mystic-marriage-of-st-catherine-1515.jpg
Post_Impressionism,vincent-van-gogh,head-of-a-man-4(1).jpg
Early_Renaissance,filippo-lippi,st-jerome-in-the-desert-1456.jpg
Expressionism,martiros-saryan,mount-abul-and-passing-camels-1912.jpg
Post_Impressionism,istvan-ilosvai-varga,blue-colours-1947.jpg
Abstract_Expressionism,hans-hofmann,yellow-predominance-1949.jpg
Early_Renaissance,filippo-lippi,annunciation-left-wing-1430.jpg
Symbolism,george-frederick-watts,bust-of-clytie(1).jpg
Realism,vasily-polenov,cordoba-1883.jpg
Early_Renaissance,giovanni-bellini,pesaro-altarpiece-1474-2.jpg
Impressionism,john-singer-sargent,eleanora-duse.jpg
Baroque,jan-steen,quackdoctor-1651.jpg
Impressionism,pierre-auguste-renoir,boating-at-argenteuil-1873.jpg
Realism,giovanni-boldini,girl-with-black-cat-1885.jpg
Ukiyo_e,utagawa-kuniyoshi,moso-hunting-for-bamboo-shoots.jpg
Baroque,rembrandt,old-man-1.jpg
Cubism,paul-cezanne,jourdan-s-cottage-1906.jpg
Post_Impressionism,maurice-de-vlaminck,snowstorm.jpg
Ukiyo_e,utagawa-kuniyoshi,people-join-together-to-form-another-person.jpg
Symbolism,konstantin-somov,in-the-nursery.jpg
Art_Nouveau_Modern,nicholas-roerich,oze-s-death-1912-1.jpg
Minimalism,paul-brach,the-negative-way-5-1964.jpg
Naive_Art_Primitivism,pablo-picasso,francoise-gilot-with-paloma-and-claude-1951.jpg
Expressionism,zinaida-serebriakova,tata-portrait-in-the-costume-of-harlequin-1921.jpg
Realism,martiros-saryan,yerevan-flowers-1957.jpg
Cubism,carlos-merida,estabilidad-en-dos-puntos-study.jpg
Impressionism,henry-herbert-la-thangue,a-proven-al-stream-1903.jpg
Realism,vladimir-makovsky,hunters-at-rest-1887.jpg
New_Realism,john-french-sloan,renganeschi-s-saturday-night-1912.jpg
Symbolism,nicholas-roerich,white-and-celestial-1924.jpg
Realism,boris-kustodiev,blooming-wisteria-1912.jpg
Impressionism,hoca-ali-riza,peyzaj-landscape.jpg
Impressionism,isaac-levitan,autumn-forest-1886.jpg
Expressionism,rafael-zabaleta,tiscar-pilgrimage.jpg
Northern_Renaissance,hieronymus-bosch,the-hearing-forest-and-the-seeing-field.jpg
Realism,konstantin-makovsky,still-life-with-roses-and-knapweeds.jpg
Mannerism_Late_Renaissance,titian,portrait-of-cardinal-alessandro-farnese-1546.jpg
Baroque,gabriel-metsu,woman-reading-a-letter.jpg
Northern_Renaissance,hans-holbein-the-younger,the-triumph-of-riches.jpg
High_Renaissance,titian,portrait-of-aretino.jpg
Symbolism,odilon-redon,portrait-of-the-marquis-de-gonet-1907.jpg
Post_Impressionism,henri-de-toulouse-lautrec,the-lady-of-the-star-harbour-1899.jpg
Art_Nouveau_Modern,sergey-solomko,song-without-words.jpg
Realism,edouard-manet,the-fifer-1866.jpg
Rococo,maurice-quentin-de-la-tour,study-for-portrait-of-unknown-woman-2.jpg
Romanticism,john-william-waterhouse,listen-to-my-sweet-pipings-1911.jpg
Impressionism,pierre-auguste-renoir,bouquets-of-flowers.jpg
Rococo,bernardo-bellotto,the-marketplace-at-pirna.jpg
Romanticism,edward-burne-jones,saint-george-1877.jpg
Early_Renaissance,sandro-botticelli,annunciation-cestello-detail-1490(1).jpg
Pop_Art,jim-dine,confetti-heart-1985.jpg
Realism,edouard-manet,oysters-1862.jpg
Romanticism,vasily-polenov,droit-du-seigneur-1874.jpg
Impressionism,felix-vallotton,the-port-of-pully-study-1889.jpg
Symbolism,zinaida-serebriakova,whitening-canvas-1917.jpg
Pop_Art,evelyne-axell,la-cible-1970.jpg
Realism,james-mcneill-whistler,purple-and-rose-the-lang-leizen-of-the-six-marks.jpg
Post_Impressionism,karl-schrag,joyous-note-autumn-dusk-1992.jpg
High_Renaissance,giorgione,boy-with-flute-1508(2).jpg
Ukiyo_e,utagawa-kuniyoshi,caga-no-chiyo-standing-beside-a-well.jpg
Mannerism_Late_Renaissance,el-greco,poet-ercilla-y-zuniga-by-el-greco.jpg
Impressionism,alfred-sisley,eglise-de-moret.jpg
Symbolism,salvador-dali,cherub-super-limen-domus-ezekiel-9-3-1967.jpg
Realism,ivan-kramskoy,inconsolable-grief-1884.jpg
Impressionism,max-slevogt,the-singer-francisco-d-andrade-as-don-giovanni-in-mozart-s-opera-1912.jpg
Impressionism,maurice-prendergast,handkerchief-point-coastal-scene.jpg
Romanticism,gustave-dore,rizpah-s-kindness-toward-the-dead.jpg
Expressionism,lynd-ward,not-detected-272483.jpg
Abstract_Expressionism,brice-marden,distant-muses-2000.jpg
Impressionism,edgar-degas,dancer-seated-study-1872.jpg
Ukiyo_e,keisai-eisen,butterfly-and-gourd.jpg
Expressionism,lucian-freud,reflection-with-two-children-self-portrait-1965.jpg
Post_Impressionism,paul-cezanne,bathers-1905.jpg
Realism,ilya-repin,portrait-of-p-schindler.jpg
Impressionism,pierre-auguste-renoir,bust-of-a-young-girl-wearing-a-straw-hat-1917.jpg
Color_Field_Painting,leon-berkowitz,vertical-7-1968.jpg
Romanticism,ivan-aivazovsky,bathing-of-a-sheeps-1877.jpg
Baroque,guido-reni,saint-mark.jpg
Color_Field_Painting,ronnie-landfield,ocean-love-1981.jpg
Realism,vincent-van-gogh,woman-with-shawl-over-her-hair-head-1883.jpg
Romanticism,john-everett-millais,my-beautiful-lady.jpg
Post_Impressionism,pyotr-konchalovsky,novgorod-sophia-1925.jpg
Romanticism,orest-kiprensky,portrait-of-ekaterina-semenova.jpg
Impressionism,cornelis-vreedenburgh,coesweerd-in-laren-in-the-autumn.jpg
Realism,isaac-levitan,overgrown-pond-1887-1.jpg
Romanticism,karl-bryullov,portrait-of-f-f-golytzin.jpg
Cubism,marcel-janco,girl-portrait-1930.jpg
Impressionism,edgar-degas,the-fallen-jockey.jpg
Realism,camille-corot,bologne-sur-mer-view-from-the-high-cliffs-1860.jpg
Art_Nouveau_Modern,raphael-kirchner,olive-thomas.jpg
Realism,camille-corot,clearing-in-the-bois-pierre-at-eveaux-near-chateau-thiery.jpg
Impressionism,bela-czobel,sitting-peasant-1904.jpg
Cubism,andre-derain,landscape-of-carri-res-1909.jpg
Impressionism,alfred-sisley,the-loing-at-saint-mammes-1885.jpg
Art_Nouveau_Modern,gustav-klimt,reclining-nude-lying-on-her-stomach-and-facing-right.jpg
Contemporary_Realism,janet-fish,peaches-and-strawflowers-1990.jpg
Baroque,david-teniers-the-younger,interior-scene-with-a-young-woman-scrubbing-pots-while-an-old-man-makes-advances.jpg
Impressionism,adam-baltatu,ia-i-outskirts-houses.jpg
Impressionism,valentin-serov,portrait-of-nadezhda-derviz-with-her-child-1889.jpg
Impressionism,edgar-degas,jockeys-1.jpg
Mannerism_Late_Renaissance,agnolo-bronzino,deposition-from-the-cross-1565.jpg
Pop_Art,robert-indiana,the-ninth-american-dream-2001.jpg
Post_Impressionism,paul-cezanne,the-smoker-1890.jpg
Symbolism,kuzma-petrov-vodkin,lying-boy-1910.jpg
Cubism,louis-schanker,abstract-composition-1938.jpg
Mannerism_Late_Renaissance,agnolo-bronzino,galatea-and-pygmalion.jpg
Expressionism,kathe-kollwitz,the-march-of-the-weavers-in-berlin-1897.jpg
Abstract_Expressionism,paul-jenkins,phenomena-tibetan-clay-offering-1990.jpg
Realism,john-singer-sargent,drawing-3.jpg
Romanticism,rudolf-von-alt,lower-austrian-country-house-in-vienna-viewed-from-minoritenplatz-1845.jpg
Expressionism,lynd-ward,not-detected-272539.jpg
Realism,ilya-repin,portrait-of-composer-and-chemist-aleksander-porfirievich-borodin-1888.jpg
Impressionism,claude-monet,the-la-rue-bavolle-at-honfleur-2.jpg
Romanticism,cornelis-springer,the-oude-waag-at-the-westerkerk.jpg
Baroque,rembrandt,landscape-with-a-stone-bridge.jpg
Art_Nouveau_Modern,aubrey-beardsley,portrait-of-miss-letty-lind.jpg
Symbolism,harry-clarke,tales-of-mystery-and-imagination-by-edgar-allan-poe-1923-23.jpg
Post_Impressionism,meijer-de-haan,a-bunch-of-garlic-and-a-pewter-tankard.jpg
Romanticism,theodore-gericault,horse-frightened-by-lightning.jpg
Impressionism,claude-monet,vase-of-dahlias.jpg
Realism,vasily-tropinin,portrait-of-levitskaya-volkonskaya-1852.jpg
Northern_Renaissance,albrecht-durer,christ-as-the-man-of-sorrows-1493.jpg
Symbolism,mikalojus-ciurlionis,virgo-1907.jpg
Realism,alexey-venetsianov,portrait-of-p-i-milyukov.jpg
Expressionism,ramon-oviedo,auto-retrato-en-azul-self-portrait-in-blue-1999.jpg
Realism,gustave-courbet,the-gorge.jpg
Baroque,adriaen-van-ostade,the-peasant-settling-his-debt.jpg
Impressionism,claude-monet,etretat-sunset.jpg
Romanticism,paul-cezanne,still-life-with-bread-and-eggs-1865.jpg
Expressionism,oskar-kokoschka,not/detected/235829.jpg
Baroque,esaias-van-de-velde,view-of-zierikzee-1618.jpg
Naive_Art_Primitivism,marc-chagall,a-green-tree-1984.jpg
Post_Impressionism,vincent-van-gogh,meadow-with-flowers-1888.jpg
Impressionism,gustave-caillebotte,clump-of-chrysanthemums-garden-at-petit-gennevilliers.jpg
Post_Impressionism,ferdynand-ruszczyc,krajobraz-1.jpg
Impressionism,arkhip-kuindzhi,expanse-crimea.jpg
Realism,johan-hendrik-weissenbruch,ships-on-canal.jpg
Realism,jean-francois-millet,shepherdess-with-the-distaff-in-auvergne.jpg
Naive_Art_Primitivism,marc-chagall,tchitchikov-s-arrival-to-town-n.jpg
Expressionism,george-mavroides,memory-of-manet-1984.jpg
Impressionism,mary-cassatt,baby-in-his-mother-s-arms-sucking-his-finger-1889.jpg
Baroque,anthony-van-dyck,agostino-pallavicini.jpg
Post_Impressionism,vincent-van-gogh,tiled-roof-with-chimneys-and-church-tower-1888.jpg
Impressionism,childe-hassam,the-south-gorge-appledore-isles-of-shoals.jpg
Impressionism,walter-sickert,woman-washing-her-hair-1906.jpg
Post_Impressionism,theophrastos-triantafyllidis,nannies-in-the-park.jpg
Ukiyo_e,hiroshige,benzaiten-shrine-at-inokashira-in-snow.jpg
Minimalism,anne-truitt,sea-garden-1964.jpg
Mannerism_Late_Renaissance,titian,not/detected/224924-1542.jpg
Art_Nouveau_Modern,eliseu-visconti,cartaz-da-companhia-ant-rtica.jpg
Early_Renaissance,pietro-perugino,polyptych-annunziata-st-philip-benizi.jpg
Realism,boris-kustodiev,portrait-of-n-k-von-meck-1913.jpg
Fauvism,milton-avery,interlude-1960.jpg
Baroque,jan-steen,marriage-contract.jpg
Impressionism,nicolae-grigorescu,girls-working-by-the-gate-1885.jpg
Realism,leon-bonnat,portrait-of-monsieur-allard-1922.jpg
Color_Field_Painting,frank-stella,firuzabad-1970.jpg
Naive_Art_Primitivism,marc-chagall,illustration-for-literary-review-shtrom-heftn-1923-1.jpg
Impressionism,john-singer-sargent,charles-deering-1917.jpg
Northern_Renaissance,hieronymus-bosch,the-garden-of-earthly-delights-1515-9.jpg
Pointillism,jean-metzinger,paysage-pointilliste-1907.jpg
Romanticism,vasily-tropinin,portrait-of-an-unknown-in-a-black-coat-1838.jpg
Romanticism,john-constable,view-on-the-stour.jpg
Fauvism,endre-bartos,hungarian-fate-2005.jpg
Baroque,frans-hals,catharina-hooft-with-her-nurse.jpg
Art_Nouveau_Modern,zinaida-serebriakova,portrait-of-e-solntseva-sister-of-artist-1914.jpg
Expressionism,yiannis-moralis,self-portrait-with-nikos-nikolaou.jpg
Romanticism,fyodor-solntsev,people-clothes-the-province-of-kiev-1.jpg
Baroque,peter-paul-rubens,two-young-women-with-a-dog.jpg
Post_Impressionism,grace-cossington-smith,foxgloves-growing-1929.jpg
Rococo,louise-elisabeth-vigee-le-brun,the-duchess-de-polignac-1783.jpg
Post_Impressionism,paul-gauguin,mimi-and-her-cat-1890.jpg
Abstract_Expressionism,wu-guanzhong,fragrant-red-leaves-2001.jpg
Romanticism,konstantin-makovsky,portrait-13.jpg
Pop_Art,mario-schifano,le-stelle.jpg
Impressionism,claude-monet,the-marina-at-argenteuil-1872.jpg
Naive_Art_Primitivism,maria-primachenko,dear-taras-hryhorovych-whatever-you-see-here-is-yours-1982.jpg
Abstract_Expressionism,mark-rothko,no-5-no-24.jpg
Impressionism,lucian-grigorescu,peisaj-din-balcic-1.jpg
Pop_Art,richard-hamilton,self-portrait-in-a-cracked-mirror-1985.jpg
Romanticism,mykola-pymonenko,a-date.jpg
Mannerism_Late_Renaissance,giorgio-vasari,the-prophet-elisha-cleansing-naaman-1560.jpg
Romanticism,thomas-cole,the-ruins-of-taormina-1842.jpg
Realism,ilya-repin,leo-tolstoy-working-at-the-round-table-1891.jpg
Impressionism,gregoire-boonzaier,studio-1943.jpg
Rococo,william-hogarth,the-western-family.jpg
Ukiyo_e,utagawa-toyokuni,actor-bando-mitsugoro-iii-as-ko-no-moronao-1814.jpg
Color_Field_Painting,gene-davis,black-dahlia-1971.jpg
Abstract_Expressionism,sam-francis,firework-1963.jpg
Realism,james-tissot,capital-from-the-mosque-of-el-aksa-1889.jpg
Realism,vasily-perov,gossip-1875.jpg
New_Realism,george-luks,boy-with-suspenders.jpg
Realism,nicolae-grigorescu,the-blower.jpg
Cubism,fernand-leger,the-woman-with-black-hair-1952.jpg
Color_Field_Painting,morris-louis,k-s-i-1959.jpg
Cubism,marcel-janco,caf-concert-1927.jpg
Art_Nouveau_Modern,pyotr-konchalovsky,costume-design-for-the-opera-don-giovanni-by-wolfgang-amadeus-mozart-don-giovanni-1913.jpg
Impressionism,kimon-loghi,romantic-landscape.jpg
Rococo,pietro-longhi,women-sewing.jpg
Cubism,amadeo-de-souza-cardoso,ukulele-1915.jpg
Impressionism,pierre-auguste-renoir,bust-of-a-young-woman-1913.jpg
Baroque,peter-paul-rubens,the-holy-family-with-st-elizabeth-and-the-infant-st-john-the-baptist.jpg
Romanticism,ivan-aivazovsky,lunar-night-1862.jpg
Impressionism,eugene-boudin,the-ferry-at-plougastel.jpg
Impressionism,alfred-sisley,landscape-at-andresy-1875.jpg
Symbolism,salvador-dali,sedet-sola-civitas-plena-poupolo-2-chronicles-36-19-1967.jpg
Realism,viktor-vasnetsov,portrait-of-michael-vasnetsov-the-artist-s-son-1892.jpg
Post_Impressionism,kuzma-petrov-vodkin,cafe-1907.jpg
Realism,ilya-repin,david-and-goliath-1915.jpg
Romanticism,alexander-orlowski,seascape-at-night-1809.jpg
Impressionism,eugene-boudin,empress-eugenie-on-the-beach-at-trouville-1863.jpg
Post_Impressionism,henri-de-toulouse-lautrec,the-redhead-with-a-white-blouse-1888.jpg
Symbolism,nicholas-roerich,nanda-devi-1944.jpg
Early_Renaissance,andrea-del-castagno,stories-of-christ-s-passion-1447-2.jpg
Realism,david-burliuk,flowers-and-seashells-in-a-mountain-landscape.jpg
Rococo,maurice-quentin-de-la-tour,face-of-the-man.jpg
Post_Impressionism,menez,sem-t-tulo-1986.jpg
Impressionism,william-merritt-chase,the-morning-news.jpg
Post_Impressionism,vincent-van-gogh,wheat-field-with-a-lark-1887(1).jpg
Symbolism,nicholas-roerich,chapel.jpg
Realism,john-singer-sargent,mary-turner-austin.jpg
Expressionism,richard-gerstl,boy-1907.jpg
Romanticism,gustave-moreau,copy-of-raphael-s-cherub-1858.jpg
Rococo,canaletto,capriccio-the-grand-canal-with-an-imaginary-rialto-bridge-and-other-buildings.jpg
Color_Field_Painting,louis-cane,papier-d-coup-et-coll-1967.jpg
Impressionism,camille-pissarro,road-to-saint-germain-louveciennes-1871.jpg
Rococo,allan-ramsay,prince-george-augustus-of-mecklenburg-strelitz.jpg
Synthetic_Cubism,georges-braque,guitar-and-sheet-music-on-table-1918.jpg
Expressionism,lovis-corinth,portr-t-der-charlotte-berend-corinth-1912.jpg
Art_Nouveau_Modern,mikhail-vrubel,angel-with-labara-1884.jpg
Impressionism,lovis-corinth,a-mother-s-love-1911.jpg
Symbolism,jozsef-rippl-ronai,romantic-landscape-1899.jpg
Post_Impressionism,maurice-utrillo,the-castle.jpg
Mannerism_Late_Renaissance,maerten-van-heemskerck,jesus-christ-crowned-with-thorns-1550.jpg
Impressionism,camille-pissarro,sunset-at-moret-sur-loing-1901.jpg
Realism,fyodor-vasilyev,on-the-river-calm.jpg
Post_Impressionism,serge-sudeikin,design-for-the-visible-side-of-life-by-benavente-1912.jpg
Baroque,anthony-van-dyck,portrait-of-porzia-imperiale-and-her-daughter-1628.jpg
Post_Impressionism,vanessa-bell,roger-fry-1912.jpg
Northern_Renaissance,hans-baldung,adoration-of-the-magi-1507.jpg
Realism,fyodor-vasilyev,cumulus-1871.jpg
Impressionism,joaquã­n-sorolla,skipping-rope-at-la-granja-1907.jpg
Impressionism,james-mcneill-whistler,nocturne-san-giorgio.jpg
Impressionism,frits-thaulow,the-priest.jpg
Baroque,jacob-jordaens,the-fall-of-man.jpg
Early_Renaissance,carlo-crivelli,enthroned-madonna-2.jpg
