style,artist,picture
Impressionism,theodor-pallady,thinking-woman
Baroque,peter-paul-rubens,sine-cerere-et-baccho-friget-venus
Abstract_Expressionism,joan-mitchell,my-landscape-ii-1967
Expressionism,viorel-marginean,unknown-title-11
Symbolism,nicholas-roerich,light-conquers-darkness-1933
Realism,ivan-shishkin,herd-on-the-river-bank
Symbolism,mikalojus-ciurlionis,fairy-tale-ii-1909
Realism,pyotr-konchalovsky,at-lake-ilmen
Naive_Art_Primitivism,andre-bauchant,promenade-au-bord-de-la-mer-rencontre-des-fianc-s-1928
High_Renaissance,lorenzo-lotto,andrea-odoni-1527
Expressionism,egon-schiele,seated-child-1917
Expressionism,louay-kayyali,seated-old-man-1974
Color_Field_Painting,ron-gorchov,samba-2005
Mannerism_Late_Renaissance,correggio,the-assumption-of-the-virgin-detail-1530(3)
Baroque,annibale-carracci,samson-imprisoned
Post_Impressionism,albert-huie,quiet-sunday-ocho-rios-jamaica
Baroque,rembrandt,a-young-woman-reading-1634
Mannerism_Late_Renaissance,tintoretto,conquest-of-zara-1584
Minimalism,dan-flavin,untitled-to-my-dear-bitch-airily-1981
Expressionism,charles-demuth,wild-orchids-1920
Realism,vasily-perov,walkers-seeking-1880
Romanticism,konstantin-makovsky,boyaryshnya-6
Realism,vasily-polenov,russian-village-1889
Art_Nouveau_Modern,valentin-serov,sketch-for-the-design-of-a-curtain-for-the-ballet-scheherazade-1910
Symbolism,konstantin-bogaevsky,mountain-landscape-1940
Realism,james-tissot,the-dreamer-summer-evening
Post_Impressionism,maurice-utrillo,moulin-in-sannois
Naive_Art_Primitivism,boris-kustodiev,illustration-for-nikolay-nekrasov-poem-bees-1921
Impressionism,arkhip-kuindzhi,sunset-3
Abstract_Expressionism,theodoros-stamos,classic-boundaries-iv-1962
Impressionism,claude-monet,the-garden-1
Ukiyo_e,utagawa-kunisada,ronins-attack-on-the-house-of-lord-kira-left-panel-of-a-triptych
Impressionism,alfred-sisley,banks-of-the-loing-autumn-1880
Realism,ivan-shishkin,forest-under-the-snow
Impressionism,robert-julian-onderdonk,live-oak-trees-on-williams-ranch-bandera-county-1915
Impressionism,berthe-morisot,little-girl-with-blond-hair
Abstract_Expressionism,sam-francis,trietto-iii-1991
Impressionism,constantin-artachino,tatar-cottage
Expressionism,laszlo-mednyanszky,in-the-tavern-1899
Color_Field_Painting,gene-davis,stripes-1957
Art_Nouveau_Modern,nicholas-roerich,a-path-1908
Impressionism,philip-de-laszlo,empress-elisabeth-of-austria-1898
Color_Field_Painting,helen-frankenthaler,thanksgiving-day-1973
Impressionism,rudolf-schweitzer-cumpana,peisaj-pe-valea-prahovei-1926
Impressionism,john-henry-twachtman,ship-and-dock-venice
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-16
Mannerism_Late_Renaissance,tintoretto,the-evangelists-mark-and-john-1557
Realism,james-tissot,caricature-of-john-george-dodson-m-p
Post_Impressionism,paul-cezanne,self-portrait-in-a-felt-hat-1894(2)
Cubism,andre-masson,prison-gray
Rococo,joshua-reynolds,lucy-lady-strange
Rococo,antoine-pesne,the-actress-babette-cochois-1750
Abstract_Expressionism,raoul-ubac,terre-brulee-1976
Expressionism,m.c.-escher,wateringcan
Romanticism,mykola-pymonenko,wedding-in-kiev-province-1
Impressionism,claude-monet,rouen-cathedral-the-portal-in-the-sun
Northern_Renaissance,jan-van-eyck,the-ghent-altarpiece-1432
Pop_Art,yayoi-kusama,ascension-of-polkadots-on-the-trees-2006
Art_Nouveau_Modern,alexandre-benois,crypt-of-the-borotin-castle-set-design-for-grillparzer-s-drama-die-ahnfrau(2)
Art_Nouveau_Modern,alphonse-mucha,head-of-a-girl-1900
Naive_Art_Primitivism,grã©goire-michonze,picnic-1957
Symbolism,gustav-klimt,orchard
Post_Impressionism,theo-van-doesburg,portrait-of-christian-leibbrandt-1906
Action_painting,franz-kline,orange-outline-1955
Romanticism,sir-lawrence-alma-tadema,pompeian-scene-or-the-siesta-1868
Baroque,jan-siberechts,a-horse-drawn-cart-with-two-women-travelling-down-a-flooded-road-at-the-edge-of-a-wood-1692
Realism,vincent-van-gogh,sale-of-building-scrap-1885
Art_Nouveau_Modern,alphonse-mucha,byzantine-head-the-brunette-1897
Impressionism,william-merritt-chase,on-the-lake-central-park(1)
Art_Nouveau_Modern,nicholas-roerich,captive-1909
Art_Nouveau_Modern,leon-bakst,helene-de-sparte-set-design-1912
Mannerism_Late_Renaissance,paolo-veronese,susanna-and-the-elders-1588
Impressionism,john-henry-twachtman,the-old-mill-at-cos-cobb
Realism,viktor-vasnetsov,portrait-of-the-artist-am-vasnetsov-1878
High_Renaissance,giovanni-antonio-boltraffio,the-poet-casio-1500
Northern_Renaissance,jean-fouquet,building-of-the-temple-of-jerusalem
Realism,pavel-filonov,portrait-of-evdokiya-nikolaevna-glebova-the-artist-s-sister-1915
Art_Nouveau_Modern,ivan-bilibin,costume-design-for-the-opera-prince-igor-by-alexander-borodin-1929(1)
Impressionism,konstantin-korovin,arctic-ocean-1913
Romanticism,caspar-david-friedrich,ship-in-the-arctic-ocean
Impressionism,joaquã­n-sorolla,sea-and-rocks-in-san-esteban-asturias-1903
Realism,nicholas-roerich,ushkuinik-1894
Northern_Renaissance,albrecht-altdorfer,landscape-with-satyrfamilie-1507
Realism,valentin-serov,portrait-of-the-composer-alexander-glazunov-1899
Rococo,francisco-bayeu-y-subias,carlos-iv-1791
Realism,aleksey-savrasov,sea
Art_Nouveau_Modern,zinaida-serebriakova,portrait-of-boris-serebryakov-1908
Color_Field_Painting,mark-rothko,no-6-yellow-white-blue-over-yellow-on-gray-1954
Impressionism,james-mcneill-whistler,blue-and-silver-boat-entering-pourville
Art_Nouveau_Modern,heorhiy-narbut,sheet-v-from-unpublished-ukrainian-alphabet-1919
Post_Impressionism,paul-gauguin,breton-eve-1889
Impressionism,alfred-sisley,boats-on-the-loing-river-1895
Art_Nouveau_Modern,pyotr-konchalovsky,bova-the-prince-sketch-of-a-picture-1914
Ukiyo_e,utagawa-kuniyoshi,apparition-of-the-monstrous-cat
Pop_Art,andy-warhol,dollar-sign-2
Impressionism,irma-stern,portrait-of-irma-stern-s-mother
Impressionism,antoine-blanchard,boulevard-de-la-madeleine-1
Romanticism,sir-lawrence-alma-tadema,pandora-1881
Rococo,giovanni-domenico-tiepolo,mars-venus-and-cupid-1757
Early_Renaissance,benozzo-gozzoli,establishment-of-the-manger-at-greccio
Romanticism,edward-burne-jones,the-dream-of-lancelot-study
Abstract_Expressionism,conrad-marca-relli,f-s-6-59-1959
Realism,vincent-van-gogh,woman-with-folded-hands-half-length-1883
Realism,gustave-courbet,portrait-of-juliette-courbet-as-a-sleeping-child-1841
Art_Nouveau_Modern,jozsef-rippl-ronai,lady-with-black-veil-1896
Impressionism,edgar-degas,woman-leaving-her-bath
Symbolism,odilon-redon,the-birth-of-venus-2
High_Renaissance,luca-signorelli,doctors-of-the-church-1502
Impressionism,alfred-sisley,banks-of-the-loing-winter-1896
Realism,vasily-surikov,cossack-dmitry-sokol-1893
Naive_Art_Primitivism,marc-chagall,illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-18
Realism,henri-fantin-latour,peaches-in-a-bowl-1894
Realism,vincent-van-gogh,torso-of-venus-1887-1
Expressionism,lucian-freud,head-of-boy-with-a-book
Expressionism,martiros-saryan,alexander-tamanyan-1928
Impressionism,claude-monet,the-road-and-the-house
Impressionism,henry-herbert-la-thangue,farm-near-horsey-norfolk-1885
Pointillism,henri-edmond-cross,woman-in-the-park-1909
Abstract_Expressionism,frank-stella,hudson-river-valley-1996
Impressionism,joaquã­n-sorolla,near-jaca
Impressionism,robert-julian-onderdonk,self-portrait-1902
Art_Nouveau_Modern,raphael-kirchner,couples-between-red-borders-1901-1
Impressionism,camille-pissarro,the-banks-of-the-epte-at-eragny-1884
Expressionism,ernst-ludwig-kirchner,female-nudes-striding-into-the-sea
Art_Nouveau_Modern,max-kurzweil,lady-in-yellow-1899
Art_Nouveau_Modern,boris-kustodiev,masha-the-daughter-of-merchant-1924
Post_Impressionism,vanessa-bell,arum-lilies-1919
Post_Impressionism,edouard-cortes,in-three-fourths-1
Pop_Art,george-segal,three-figures-and-four-benches-1979
Baroque,rembrandt,portrait-of-hendrickje-stoffels-1659
Symbolism,william-blake,andrew-simon-peter-searching-for-christ-1819
Romanticism,thomas-cole,scene-from-the-last-of-the-mohicans-cora-kneeling-at-the-feet-of-tanemund-1827
Baroque,francisco-de-zurbaran,saint-lucy-1
Impressionism,pierre-auguste-renoir,monsieur-fornaise-1875
Impressionism,claude-monet,the-japanese-bridge-5-1924
High_Renaissance,pietro-perugino,john-the-baptist-and-four-saints
Impressionism,claude-monet,ice-on-the-siene-at-bennecourt
Realism,camille-corot,saint-andre-en-morvan-1842
Impressionism,paul-gauguin,white-house-1885
Expressionism,max-pechstein,und-die-kraft-und-die-herrlichkeit-and-the-power-and-the-glory-1921
Romanticism,gustave-dore,surprised-by-the-turks
Naive_Art_Primitivism,marc-chagall,tchitchikov-s-farewell-to-manilov
Expressionism,martiros-saryan,landscape-with-mountains-surb-khach-rocks-gohtan-1914
Impressionism,gustave-caillebotte,yerres-on-the-pond-water-lilies
Contemporary_Realism,jamie-wyeth,portrait-of-lady-1968
Impressionism,william-merritt-chase,the-nursery
Impressionism,leon-dabo,on-the-hillside
Romanticism,karl-bryullov,portrait-of-grand-duchess-olga-nikolaevna
Impressionism,nicolae-grigorescu,sm-rdan-attack-1878
Realism,martiros-saryan,yerevan-autumn-still-life-1944
Rococo,vladimir-borovikovsky,portrait-of-aleksei-alekseevich-konstantinova-1806
Realism,john-singer-sargent,eugene-juillerat
Post_Impressionism,theo-van-rysselberghe,roger-martin-du-gard-1926
Realism,vincent-van-gogh,head-of-a-woman-3
Symbolism,george-frederick-watts,physical-energy(1)
Impressionism,camille-pissarro,the-path-in-the-village-1875
Expressionism,amedeo-modigliani,pink-blouse-1919
Baroque,rembrandt,a-man-in-a-room-1630
Impressionism,pierre-auguste-renoir,woman-standing-by-a-tree
Impressionism,edmund-charles-tarbell,thoroughbred-with-jockey-up
Post_Impressionism,henri-de-toulouse-lautrec,mademoiselle-dihau-at-the-piano-1890
Pointillism,georges-seurat,the-black-bow
Cubism,marc-chagall,listening-to-the-cock-1944
Post_Impressionism,salvador-dali,self-portrait-with-raphaelesque-neck-1922
Expressionism,pyotr-konchalovsky,still-life-tray-and-green-cardboard-box-1912
Expressionism,david-alfaro-siqueiros,george-gershwin
Post_Impressionism,david-burliuk,by-reading
Impressionism,t.-c.-steele,the-ohio-river-from-the-college-campus-honover-1892
Rococo,louise-elisabeth-vigee-le-brun,portrait-of-baron-grigory-alexandrovich-stroganoff-1793
Impressionism,ipolit-strambu,nude-with-carpet-background-1921
Impressionism,paul-gauguin,portrait-of-aline-1884
Naive_Art_Primitivism,marc-chagall,delilah-cut-samson-s-hair-and-had-thus-deprived-him-his-superhuman-strength-he-has-fallen
Pop_Art,evelyne-axell,ice-cream-1964
Art_Nouveau_Modern,nicholas-roerich,vignette-for-book-n-k-roerich-1918-2
Fauvism,henri-matisse,the-joy-of-life-1906
Color_Field_Painting,ellsworth-kelly,nine-colors-1951
Romanticism,jan-matejko,battle-of-grunwald-detail-3
Post_Impressionism,suzanne-valadon,the-two-bathers-1923
Romanticism,gustave-dore,pierrot-grin
Realism,vladimir-makovsky,waiting-1875
Baroque,rembrandt,a-beggar-sitting-in-an-elbow-chair-1630
Minimalism,alex-hay,yellow-time-2007
High_Renaissance,leonardo-da-vinci,a-study-for-an-equestrian-monument
Impressionism,pierre-auguste-renoir,two-bathers-1896
Baroque,frans-hals,marriage-portrait-of-isaac-massa-and-beatrix-van-der-laen
Impressionism,nicolae-vermont,gypsy-woman-with-yellow-headscarf-1912
Realism,nikolai-ge,oaks-in-the-mountains-of-carrara
Realism,charles-francois-daubigny,banks-of-the-oise-1863
Romanticism,jean-leon-gerome,lion-snapping-at-a-butterfly
Symbolism,koloman-moser,landscape-in-semmering-1913
Symbolism,martiros-saryan,ararat-1923-1
Post_Impressionism,pablo-picasso,madeleine-1904
Post_Impressionism,pablo-picasso,dutch-landscape-with-windmills-1905
Realism,mary-cassatt,portrait-of-madame-x-dressed-for-the-matinee-1878
Expressionism,martiros-saryan,scene-from-the-train-window-1960
Romanticism,gustave-dore,the-angel-is-sent-to-deliver-israel
Symbolism,nicholas-roerich,chenrezig-1932
Romanticism,gustave-dore,a-mountainous-landscape-with-a-balloon
High_Renaissance,raphael,portrait-of-the-young-pietro-bembo-1504
Symbolism,martiros-saryan,irises-1903
Rococo,giovanni-battista-tiepolo,the-virgin-appearing-to-st-philip-neri-1740
Realism,nikolai-ge,portrait-of-russian-baritone-opera-singer-gennady-kondratiev
Post_Impressionism,adam-baltatu,olt-river-at-cozia
Post_Impressionism,nikola-tanev,street-in-karlovo
Synthetic_Cubism,juan-gris,still-life-with-bottle-and-cigars-1912
Impressionism,childe-hassam,surf-and-rocks
Abstract_Expressionism,jack-tworkov,indian-red-series-i-1979
Impressionism,dimitrie-paciurea,chimera-of-the-sky-1927
Realism,thomas-eakins,mending-the-net-1881
Mannerism_Late_Renaissance,giorgio-vasari,the-annunciation-1571-1
Impressionism,max-liebermann,portrait-of-the-publisher-bruno-cassirer-1921
Realism,charles-francois-daubigny,the-pond-1870
Realism,james-tissot,statesmen-no-380-caricature-of-archibald-campbell-tait-archbishop-of-canterbury
Realism,ilya-repin,portrait-of-m-p-shevtsova-wife-of-a-shevtsov-1876
Baroque,rembrandt,holy-family-1640
Impressionism,claude-monet,the-rose-bush-1926
Impressionism,claude-monet,landscape-with-thunderstorm
Impressionism,theo-van-rysselberghe,portrait-of-octave-maus-as-dandy-1885
Northern_Renaissance,albrecht-durer,st-sebald-in-the-niche-1520
Minimalism,judy-chicago,dome-drawing-3a-1968
Art_Nouveau_Modern,gustav-klimt,schloss-kammer-on-the-attersee-iv
Impressionism,edgar-degas,madame-alexis-rouart-and-her-children
Abstract_Expressionism,mostafa-dashti,untitled-2007
Impressionism,camille-pissarro,cowgirl-eragny-1887
Impressionism,john-singer-sargent,two-women-asleep-in-a-punt-under-the-willows-1887
Post_Impressionism,moise-kisling,hollyhocks-1939
Rococo,john-russell,portrait-of-george-whitefield
Expressionism,zinaida-serebriakova,statue-of-a-faun-in-the-garden-of-the-yusupov-in-st-petersburg-1923
Rococo,joshua-reynolds,john-russel-4th-duke-of-bedford-1762
Art_Nouveau_Modern,boris-kustodiev,merchant-s-woman-with-a-mirror-1920
Post_Impressionism,paul-cezanne,portrait-of-madame-cezanne-1883
Northern_Renaissance,hieronymus-bosch,the-temptation-of-eve-by-the-serpent-1490
Expressionism,george-mavroides,nino-2000
Romanticism,joseph-wright,virgil-s-tomb-with-the-figure-of-silius-italicus-1779
Realism,pyotr-konchalovsky,portrait-of-hu-ji-pang-1945
Realism,aleksey-savrasov,summer-landscape-1860
Abstract_Expressionism,howard-hodgkin,rain-1989
Impressionism,alfred-sisley,the-regattas-moseley-1874
Symbolism,kuzma-petrov-vodkin,head-of-boys-1918
Pop_Art,mario-schifano,non-romantico-1963
High_Renaissance,giovanni-bellini,madonna-and-child-with-saints-and-a-donor-1507
Post_Impressionism,ilya-mashkov,berries-on-the-background-of-a-red-tray-1908
Impressionism,mary-cassatt,motherhood-1
Impressionism,claude-monet,sunset-at-giverny
Early_Renaissance,luca-signorelli,view-of-the-vaulting-of-the-sacristy-of-st-john-1482
Expressionism,nikolaos-lytras,portrait-of-arist-maria-hors
Art_Nouveau_Modern,aubrey-beardsley,title-page-and-key-monogram-of-the-mountain-lover
Impressionism,pierre-auguste-renoir,portrait-of-mademoiselle-francois
Abstract_Expressionism,frank-lobdell,dance-iv-1970
Color_Field_Painting,mark-rothko,ochre-and-red-on-red-1
Romanticism,vasily-polenov,portrait-of-d-khrushcheva-the-artist-s-sister-1874
Symbolism,nicholas-roerich,tibet-1943-1
Romanticism,gustave-dore,the-new-jerusalem
Color_Field_Painting,basil-beattie,orange-no-1-1969
Color_Field_Painting,pedro-calapez,folder-01-2009
Art_Nouveau_Modern,franklin-carmichael,autumn-splendor
Ukiyo_e,utagawa-kunisada,moonlight-view-of-tsukuda-with-lady-on-a-balcony
Realism,valentin-serov,portrait-of-yuri-morozov-1905
Baroque,frans-hals,an-old-lady
Post_Impressionism,edouard-cortes,pont-alexander-iii
Impressionism,ivan-grohar,zimsko-jutro-1911
Impressionism,john-singer-sargent,on-the-verandah-ironbound-island-maine
Expressionism,lucian-freud,girl-holding-her-foot-1985
Romanticism,camille-corot,judith
Expressionism,pablo-picasso,young-acrobat-and-clown-1905
Realism,peder-severin-kroyer,summer-evening-on-skagen-s-beach-1899
Cubism,gino-severini,window-with-doves
Realism,ilya-repin,autumn-bouquet-portrait-of-vera-repina-1892
Pop_Art,burhan-dogancay,centered-heart-1984
Symbolism,nicholas-roerich,red-lama-1924
Pop_Art,peter-phillips,tiger-1965
Early_Renaissance,sandro-botticelli,the-flight-into-egypt(1)
Minimalism,jim-lambie,zobop-installation-view-1999
Cubism,jose-de-almada-negreiros,tapestry
Fauvism,rik-wouters,woman-in-white-1915
Art_Nouveau_Modern,raphael-kirchner,unknown-15
Expressionism,chronis-botsoglou,mutilhnios-psaras
Early_Renaissance,antonello-da-messina,abraham-served-by-three-angels
Cubism,diego-rivera,portrait-of-the-adolfo-best-maugard-1913
Post_Impressionism,maurice-prendergast,notre-dame
Impressionism,joaquã­n-sorolla,calle-de-st-vicente-mallorca-1902
Color_Field_Painting,barnett-newman,canto-ii-1963
Rococo,benjamin-west,portrait-of-ann-barbara-hill-medlycott-1788
Expressionism,lynd-ward,not-detected-272548
Symbolism,nicholas-roerich,himalayas-ridge-kanchendganga
Post_Impressionism,henri-matisse,boats-at-etretat-1920
Realism,efim-volkov,the-party-in-the-summer-garden
Realism,john-singer-sargent,sir-frank-swettenham-1904
Art_Nouveau_Modern,leon-bakst,arabic-dancer
Realism,fyodor-vasilyev,lombardy-poplars-on-the-bank-of-a-lake-evening
Symbolism,nicholas-roerich,himalayas-1944-1
Baroque,peter-paul-rubens,head-and-right-hand-of-a-woman
Impressionism,maxime-maufra,the-old-bridge-in-barbin-1884
Romanticism,caspar-david-friedrich,wc-churchyard-gate-by-friedrich
Symbolism,nicholas-roerich,study-of-mountains-1931-1
Fauvism,mary-fedden,still-life-with-fruit-1997
Art_Nouveau_Modern,raphael-kirchner,jewellery-1903-4
Realism,isaac-levitan,lake-autumn
Romanticism,william-holman-hunt,cornfield-at-ewell
Romanticism,john-william-waterhouse,portrait-of-miss-claire-kenworthy
Early_Renaissance,carlo-crivelli,saint-francis
Rococo,pietro-longhi,the-spinner(1)
Post_Impressionism,vincent-van-gogh,public-park-with-weeping-willow-the-poet-s-garden-i-1888
Pop_Art,peter-max,four-seasons-spring
Realism,james-tissot,statesmen-no-370-caricature-of-thomas-dundas-2nd-earl-of-zetland
Symbolism,arnold-bã¶cklin,idyll-1866
Minimalism,frank-stella,casa-cornu-first-version-1969
Impressionism,claude-monet,water-lilies-21
Realism,isaac-levitan,early-spring-1898
Impressionism,valentin-serov,portrait-of-sergey-muromtsev-1910
Minimalism,blinky-palermo,untitled-stoffbild-1969
Naive_Art_Primitivism,louis-vivin,the-wedding-1925
Art_Nouveau_Modern,aubrey-beardsley,salome-with-her-mother-1894
Realism,vladimir-makovsky,on-deck-1920
Post_Impressionism,ion-theodorescu-sion,mountain-folk
Impressionism,kimon-loghi,girl-from-tassos-island-1906
Color_Field_Painting,morris-louis,zayin-1958
Post_Impressionism,nikola-tanev,tarnovo-1939
Impressionism,ilya-mashkov,september-morning-in-artek-1929
Cubism,pablo-picasso,still-life-school-of-paris-1936
Minimalism,judy-chicago,pasadena-lifesavers-red-5-1970
Romanticism,fyodor-bronnikov,italian-woman-with-a-basket-of-flowers
Minimalism,martin-barre,65-s-10-1965
Impressionism,paul-gauguin,the-vase-of-peonies-1884
Romanticism,john-william-waterhouse,destiny-1900
Northern_Renaissance,albrecht-durer,apollo
Post_Impressionism,mily-possoz,int-rieur-d-atelier-1920
Ukiyo_e,katsushika-hokusai,woman-profile
Realism,vasily-surikov,florence-1884
Pointillism,georges-seurat,sunday-at-port-en-bessin-1888
Cubism,stuart-davis,percolator-1927
Art_Nouveau_Modern,boris-kustodiev,shrovetide-1920-1
Romanticism,gustave-dore,don-quixote-151
Realism,aleksey-savrasov,the-death-of-the-ship-at-sea-1862
Impressionism,claude-monet,cliff-near-dieppe-in-the-morning
Impressionism,claude-monet,grainstacks-white-frost-effect-1891
Expressionism,jean-helion,untitled-sketchbook-page-1955-1
Expressionism,ernst-ludwig-kirchner,tram-and-rail
Cubism,henri-le-fauconnier,the-tree-1912
Expressionism,salvador-dali,romeria-pilgrimage
Symbolism,nicholas-roerich,captors-of-fire-1938
Realism,ion-andreescu,self-portrait
Mannerism_Late_Renaissance,parmigianino,mystic-marriage-of-saint-catherine-1531
High_Renaissance,titian,alessandro-farnese
Expressionism,arturo-souto,the-four-horsemen-of-the-apocalypse-1937
Color_Field_Painting,gene-davis,flower-machine-1964
Romanticism,ivan-aivazovsky,approximation-of-the-storm-1877
Minimalism,andrei-cadere,6-bars-1970
Color_Field_Painting,piero-dorazio,munich-olympic-games-poster-1972
Symbolism,nicholas-roerich,human-ancestors-1940
Realism,john-singer-sargent,a-backwater-at-wargrave-1887
Color_Field_Painting,louis-cane,toile-d-coup-e-1975
Rococo,maurice-quentin-de-la-tour,study-of-the-portrait
Realism,ivan-shishkin,zelenina-grove-1871
Baroque,rembrandt,self-portrait-1637
Expressionism,ernst-ludwig-kirchner,erna-with-cigarette-1915
Realism,salvador-dali,the-kings-sword
Fauvism,henri-matisse,portrait-of-madame-matisse-green-stripe-1905
Pop_Art,burhan-dogancay,mystery-woman-1989
Northern_Renaissance,rogier-van-der-weyden,virgin-and-child-3
Realism,theodore-rousseau,the-marsh-in-the-souterraine-1842
High_Renaissance,lorenzo-lotto,allegory-of-chastity-1505
Impressionism,claude-monet,garden-at-sainte-adresse
Expressionism,henri-matisse,still-life-with-oysters-1940
Post_Impressionism,vincent-van-gogh,thatched-houses-against-a-hill-1890
Naive_Art_Primitivism,fernando-botero,a-general
Impressionism,vasile-popescu,table-with-fruits-in-balchik-1938
Baroque,peter-paul-rubens,the-meeting-of-scipion-and-gannibal
Impressionism,pierre-auguste-renoir,place-clichy
Minimalism,brice-marden,nebraska-1966
Art_Nouveau_Modern,sergey-solomko,on-the-way-to-victory
Realism,vincent-van-gogh,near-the-hearth-1881
Baroque,peter-paul-rubens,the-three-graces-1623
Post_Impressionism,vincent-van-gogh,landscape-under-a-stormy-sky-1888
Art_Nouveau_Modern,koloman-moser,reproduction-template-for-the-right-part-of-the-leaf-for-gerlach-s-love-allegories-new-series
Impressionism,theophrastos-triantafyllidis,figures-on-a-street
Realism,gustave-courbet,the-source
Impressionism,claude-monet,zuiderkerk-in-amsterdam
Early_Renaissance,filippo-lippi,portrait-of-a-man-and-woman-at-a-casement
Realism,john-singer-sargent,gourds
Impressionism,pierre-auguste-renoir,cros-de-cagnes-1905
Impressionism,valentin-serov,artist-k-korovin-on-the-river-bank-1905
Romanticism,ivan-aivazovsky,sea-1864
Art_Nouveau_Modern,boris-kustodiev,portrait-of-natalia-orshanskaya-1925
Baroque,frans-hals,a-boy-with-a-viol-1630
Abstract_Expressionism,clyfford-still,1947-h-no-3-1947
Pop_Art,patrick-caulfield,bananas-and-leaves-1977
Northern_Renaissance,albrecht-durer,one-of-the-wise-virgins
Symbolism,mikhail-nesterov,the-raising-of-lazarus
Post_Impressionism,william-scott,six-open-forms-1971
Rococo,dmitry-levitzky,portrait-of-catherine-ii-of-russia-1794
Expressionism,pablo-picasso,seated-female-nude-1907
Expressionism,arturo-souto,dance-class-1932
Post_Impressionism,georges-seurat,landscape-at-saint-ouen-1879
High_Renaissance,pietro-perugino,pala-di-fano-nativity-of-mary
Symbolism,nicholas-roerich,himalayas-1938-3
Symbolism,marcel-duchamp,yvonne-and-magdeleine-torn-in-tatters-1911
Baroque,gerard-terborch,dispatch-1657
Impressionism,edgar-degas,after-the-bath-1886
Post_Impressionism,henri-de-toulouse-lautrec,woman-at-her-toil-1896
Impressionism,claude-monet,charing-cross-bridge-1902
Pop_Art,patrick-procktor,leaping-cataract-victoria-falls-1974
Ukiyo_e,katsushika-hokusai,japanese-ghost
Naive_Art_Primitivism,raoul-dufy,the-red-concert-1946
Symbolism,gulacsy-lajos,the-mulatto-and-the-sculpturesque-white-woman-1913
Minimalism,sol-lewitt,untitled-from-4x4x4-1990
Romanticism,francisco-goya,and-it-cannot-be-changed-1814
Realism,ivan-shishkin,bridge-1873
Romanticism,gustave-dore,jephthah-s-daughter-comes-to-meet-her-father
Impressionism,eugene-boudin,camaret-the-port
Art_Nouveau_Modern,nicholas-roerich,battle-1906
Rococo,dmitry-levitzky,portrait-of-n-y-levitzkaya-artist-s-wife
Impressionism,pierre-auguste-renoir,portrait-of-a-young-girl-elizabeth-maitre-1879
Realism,nikolaos-gyzis,portrait-of-tilemahos-gyzis-1890
Romanticism,john-constable,wooded-landscape-1802
Mannerism_Late_Renaissance,tintoretto,marcantonio-barbaro
Romanticism,gustave-dore,don-quixote-101
Impressionism,pierre-auguste-renoir,antibes-1893
Post_Impressionism,vincent-van-gogh,still-life-with-grapes-pears-and-lemons-1887-1
Color_Field_Painting,larry-zox,rotation-b-1964
Impressionism,childe-hassam,montauk-1921
Realism,isaac-levitan,the-last-snow-village-savvinskaya-1884
Impressionism,childe-hassam,brooklyn-bridge-in-winter
Expressionism,ernst-ludwig-kirchner,the-railway
Art_Nouveau_Modern,nicholas-roerich,solveig-s-father-1912
Romanticism,francisco-goya,young-people-laughing-1823
Impressionism,maurice-prendergast,seated-woman-in-blue-also-known-as-at-the-cafe
Rococo,john-russell,a-young-john-wesley-1703-1791-preaching
High_Renaissance,lorenzo-lotto,husband-and-wife-1523
Expressionism,ernst-ludwig-kirchner,portrait-of-dr-ludwig-binswanger
Naive_Art_Primitivism,kateryna-bilokur,self-portrait-1955
Impressionism,berthe-morisot,boating-on-the-lake
Ukiyo_e,utagawa-kuniyoshi,the-actor-15
Impressionism,edgar-degas,ballet-rehearsal
Romanticism,george-frederick-watts,zoe-ionides-1881
Northern_Renaissance,jean-fouquet,battle-of-jericho
Post_Impressionism,georges-seurat,nurse-sitting-holding-her-baby
Impressionism,roger-fry,bridge-over-the-allier-1933
Impressionism,ivan-albright,maine-coast
Naive_Art_Primitivism,marc-chagall,peonies-and-lilacs-1926
Post_Impressionism,stefan-luchian,green-coat
Romanticism,mikhail-vrubel,sitter-in-the-renaissance-setting-1883
Expressionism,salvador-dali,three-graces-of-canova-unfinished
Art_Nouveau_Modern,boris-kustodiev,merchant-s-yard-1921
Expressionism,marc-chagall,war-1915
Expressionism,constantin-brancusi,torso-of-a-young-girl-1922
Abstract_Expressionism,clyfford-still,ph-385-1949-no-1-1949
Northern_Renaissance,hans-holbein-the-younger,sir-henry-guildford-1527
Ukiyo_e,katsushika-hokusai,the-fuji-seen-from-the-mishima-pass
Romanticism,andrei-ryabushkin,going-to-church
Post_Impressionism,marcel-duchamp,baptism-1911
Impressionism,john-singer-sargent,villa-de-marlia-a-fountain-1910
Impressionism,childe-hassam,the-lion-gardiner-house-east-hampton
Cubism,m.-h.-maxy,portrait-of-tristan-tzara-1924
Expressionism,endre-balint,still-life-1946
Romanticism,karl-bryullov,portrait-of-v-a-perovsky
Fauvism,august-macke,in-the-temple-hall
High_Renaissance,michelangelo,young-slave-1523
Northern_Renaissance,dirk-bouts,virgin-and-child-1470
Romanticism,alexey-bogolyubov,palermo-1850
High_Renaissance,andrea-mantegna,four-muses-1497
Romanticism,william-turner,whalers
Realism,vasily-polenov,early-snow-behovo-1891
